Name,LLI Vessel Type,Built At,Built By,LLI NO,Status,Flag,Net Weight,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Maximum Draught (m),Freeboard (m),Designed By,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,IMO,MMSI,Depth (m),Built,Scrubber installation type,Scrubber manufacturer,Scrubber operating arrangement,Scrubber type,Engine Built By,Engine Power (kW),Engine Horsepower,Engine Designation,P & I Club,Class 1,Class 2,Class 3,Last docking survey date,Last intermediate survey date,Last special survey date,Last tailshaft survey date,Next Docking Survey Date,Next Special Survey Date,ISM Manager,ISM Manager Country/Region,Technical Manager,Technical Manager Country/Region,AIS Destination,Matched Destination,Latest AIS message type,Latest AIS message timestamp,AIS ETA,Company contact,Company contact Country/Region,Lat,Lng
Lung Yuin,reefer,Japan,Shin Kurushima Dockyard Company Limited,240133,Live,Vanuatu,1543,2'-6'dwt,3952,Single,YJQP3,3431,2758,94.32,86.50,16.50,16.50,6.37,3.08,Mitsubishi Heavy Industries Limited,Port Vila,-,Chang Soon Shipping Corporation,"Taiwan, China",Chang Soon Shipping Corporation,"Taiwan, China",Chang Soon Shipping Corporation,"Taiwan, China",-,-,-,-,9048603,576728000,9.45,1992,-,-,-,-,Kobe Diesel Company Limited,2995,4072,6UEC37LA,Thomas Miller Speciality Underwriting Agency Limited,Nippon Kaiji Kyokai,-,-,2019-08-28T00:00:00,-,2016-01-27T00:00:00,-,2026-06-24T00:00:00,2026-06-24T00:00:00,Ocean Grow International Shipmanagement Consultant Corporation,"Taiwan, China",Ocean Grow International Shipmanagement Consultant Corporation,"Taiwan, China",MAJURO,Majuro,A,25 May 2026 04:48:12 GMT,28 May 2026 06:00:00 GMT,Chang Soon Shipping Corporation,"Taiwan, China","5° 21' 25"" N","161° 21' 42"" E"
Obayatelnyy,reefer,Khabarovsk,Joint Stock Company Khabarovsk Shipbuilding Yard,240206,Live,Russia,234,-2'dwt,507,Single,UDQY,676,850,54.90,50.04,9.52,9.52,4.34,0.82,SKL Motoren-und Systemtechnik GmbH,Nevelsk,-,Parma Company Limited,Russian Federation,Parma Company Limited,Russian Federation,Parma Company Limited,Russian Federation,-,-,-,-,8724377,273191300,5.16,1985,-,-,-,-,SKL Motoren-und Systemtechnik GmbH,589,801,6NVD48A-2U,-,Russian Register of Ships,-,-,-,-,2015-05-18T00:00:00,-,-,-,Parma Company Limited,Russian Federation,Parma Company Limited,Russian Federation,-,-,A,24 May 2026 15:55:53 GMT,-,Parma Company Limited,Russian Federation,"42° 45' 0"" N","131° 49' 30"" E"
Semyachik,reefer,Khabarovsk,Khabarovsk Shipbuilding Osipovskiy Kirov,240224,Live,Cyprus,229,-2'dwt,495,Single,P3VP9,697,849,55.01,50.04,9.52,9.30,4.34,0.82,SKL Motoren-und Systemtechnik GmbH,Limassol,-,East Shine Shipping Company Limited,Republic of Korea,East Shine Shipping Company Limited,Republic of Korea,Seamermaid Shipping Limited,Cyprus,Dongil Shipping Company Limited,Republic of Korea,-,-,8330279,209057000,5.16,1984,-,-,-,-,SKL Motoren-und Systemtechnik GmbH,596,799,6NVD48A-2U,-,-,-,-,-,-,2004-04-19T00:00:00,-,-,-,-,-,East Shine Shipping Company Limited,Republic of Korea,-,-,-,-,-,East Shine Shipping Company Limited,Republic of Korea,-,-
Baltic Winter,reefer,Bremerhaven,SSW Fahr und Spezialschiffbau GmbH,240345,Live,Bahamas,6381,10'+ dwt,12888,Double Bottom,C6VR4,10842,1098,156.53,147.70,23.00,23.00,9.53,3.70,B&W Diesel A/S,Nassau,-,Unknown Owners,-,Unknown Owners,-,Windsong Shipping Incorporated,Panama,Cool Carriers AB,Sweden,-,-,9014755,309075000,13.20,1992,-,-,-,-,Bremer Vulkan Verbund Ag,12174,13595,7L60MC,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),RINA Services S.p.A.,-,-,-,-,2017-10-18T00:00:00,-,2027-11-30T00:00:00,2027-11-30T00:00:00,OWH Shipmanagement GmbH,Germany,OWH Shipmanagement GmbH,Germany,USTPA,Tampa,A,25 May 2026 05:43:19 GMT,26 May 2026 12:00:00 GMT,Unknown Owners,-,"24° 21' 14"" N","80° 27' 55"" W"
Cala Piana,reefer,Marina di Carrara,Nuovi Cantieri Apuania S.p.A.,240410,Live,Curacao,3866,6'-10'dwt,6687,Single,PJBW,9008,5854,137.70,128.00,20.00,20.00,7.42,0.77,Sulzer Turbomachinery Services,Willemstad,84,Unifrutti International Holdings Limited,Cyprus,DNG De Nadai Group,Italy,Marino Shipping N.V.,Curacao,-,-,-,-,8705656,306338000,11.10,1992,-,-,-,-,Fincantieri-Cantieri Navali Italiani S.p.A.,7985,9880,6RTA52,NorthStandard,RINA Services S.p.A.,-,-,-,-,2012-05-21T00:00:00,-,-,-,Norse/Phil Marine Services Corporation,Philippines,Norse/Phil Marine Services Corporation,Philippines,PEBGA SG>DVO PH,-,A,25 May 2026 05:35:00 GMT,28 May 2026 01:00:00 GMT,DNG De Nadai Group,Italy,"6° 39' 29"" N","113° 52' 43"" E"
Autumn Stream,reefer,Frederikshavn,Danyard A/S,240623,Live,Bahamas,5335,10'+ dwt,13981,Single,C6LF8,13077,720,158.13,145.00,24.40,24.40,10.02,5.35,B&W Diesel A/S,Nassau,340,Seatrade Holding B.V.,Netherlands,Seatrade Groningen B.V.,Netherlands,Autumn Stream Shipping Company Limited,Marshall Islands,-,-,-,-,9038323,308315000,15.37,1993,-,-,-,-,HD Hyundai Heavy Industries Company Limited,12150,16508,7L60MC,NorthStandard,Bureau Veritas,-,-,2022-09-06T00:00:00,2025-07-10T00:00:00,2022-09-01T00:00:00,2022-09-06T00:00:00,2027-05-05T00:00:00,2027-05-05T00:00:00,Seatrade Groningen B.V.,Netherlands,Seatrade Groningen B.V.,Netherlands,ESLPA,Las Palmas de Gran Canaria,A,25 May 2026 05:39:53 GMT,29 May 2026 07:00:00 GMT,Seatrade Groningen B.V.,Netherlands,"5° 2' 3"" N","12° 54' 16"" W"
Crystal Africa,reefer,Gdansk,Stocznia Gdansk Shipbuilding,240653,Live,Russia,2759,6'-10'dwt,6366,Double Bottom,UBGF6,7057,B364-11/8,124.01,116.24,19.22,19.22,7.20,3.29,B&W Diesel A/S,Vladivostok,8,Trans Wind Fleet Joint-Stock Company,Russian Federation,Trans Wind Fleet Joint-Stock Company,Russian Federation,Global Fairway Management Limited,Russian Federation,-,-,-,-,8509583,273338510,10.49,1992,-,-,-,-,Zaklady Przemyslu Metalowego H. Cegielski S.A.,5520,6118,6L50MCE,-,Russian Register of Ships,-,-,-,-,2017-05-31T00:00:00,-,-,-,Trans Wind Fleet Joint-Stock Company,Russian Federation,Trans Wind Fleet Joint-Stock Company,Russian Federation,JAPAN SEA,-,A,25 May 2026 05:47:26 GMT,23 May 2026 11:00:00 GMT,Trans Wind Fleet Joint-Stock Company,Russian Federation,"34° 48' 55"" N","129° 27' 42"" E"
Vanda 888,reefer,Shimonoseki,Kyokuyo Shipyard Corporation (KSC),24067,Live,Philippines,900,2'-6'dwt,3071,Single,DYDH,2219,258,100.13,92.06,14.00,14.00,6.01,1.02,Mitsubishi Heavy Industries Limited,Manila,-,Frabelle Group of Companies,Philippines,Frabelle Fishing Corporation,Philippines,Frabelle Fishing Corporation,Philippines,-,-,-,-,7322471,548310200,7.00,1973,-,-,-,-,Akasaka Diesels Limited,3356,4500,6UET45/80D,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),-,-,-,-,-,2001-12-26T00:00:00,-,-,-,Frabelle Fishing Corporation,Philippines,Frabelle Fishing Corporation,Philippines,MOORED      .,-,Both,25 May 2026 05:50:44 GMT,05 Aug 2026 19:30:00 GMT,Frabelle Fishing Corporation,Philippines,"6° 1' 19"" N","125° 8' 32"" E"
Raven,reefer,Shanghai,Hudong-Zhonghua Shipbuilding (Group) Company Limited,240714,Live,China,349,-2'dwt,500,Single,-,711,-,59.00,53.00,9.60,9.60,3.45,2.25,Halliburton Productos Limitada,-,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,8426937,-,5.70,1969,-,-,-,-,Hongwei Machinery Factory,671,900,6350Z,-,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-,-,-,-,Unknown Owners,-,-,-
Monalinda 77,reefer,Tokyo,Shin Kurushima Dockyard Company Limited,24101,Live,Philippines,805,2'-6'dwt,2051,Single,-,1656,758,81.90,74.99,13.62,13.62,5.16,2.24,Akasaka Diesels Limited,Manila,-,RBL Fishing Corporation,Philippines,RBL Fishing Corporation,Philippines,RBL Fishing Corporation,Philippines,-,-,-,-,7322457,-,7.40,1973,-,-,-,-,Akasaka Diesels Limited,2386,3200,DM46,-,-,-,-,-,-,-,-,-,-,-,-,RBL Fishing Corporation,Philippines,-,-,-,-,-,RBL Fishing Corporation,Philippines,-,-
Krechet,reefer,Khabarovsk,Khabarovsk Shipbuilding Osipovskiy Kirov,241025,Live,Russia,176,-2'dwt,284,Single,UEOM,588,144,54.00,-,9.30,-,3.70,1.10,SKL Motoren-und Systemtechnik GmbH,Petropavlovsk-Kamchatskiy,-,Severnyy Liman-SK Limited,Russian Federation,Severnyy Liman-SK Limited,Russian Federation,Severnyy Liman-SK Limited,Russian Federation,-,-,-,-,6928474,273439630,4.80,1967,-,-,-,-,SKL Motoren-und Systemtechnik GmbH,597,800,8NVD48AU,-,-,-,-,-,-,1991-12-01T00:00:00,-,-,-,-,-,Severnyy Liman-SK Limited,Russian Federation,-,-,-,-,-,Severnyy Liman-SK Limited,Russian Federation,-,-
Eastern Wind,reefer,Moss Point,Homeport Marine Services,241146,Live,U.S.A.,747,-2'dwt,1500,Single,WDB4538,1495,1101,54.96,54.96,12.70,12.65,5.50,3.00,Deutz MWM AG,Seattle,-,Trident Seafoods Corporation,United States of America,Trident Seafoods Corporation,United States of America,Trident Seafoods Corporation,United States of America,-,-,-,-,9010486,366899490,8.50,1990,-,-,-,-,Deutz MWM AG,2237,3000,TBD234V16,Steamship Mutual Underwriting Association (Bermuda) Ltd,Nv Unitas (Belgium),-,-,-,-,-,-,-,-,-,-,Trident Seafoods Corporation,United States of America,SAND=POINT,Sitka,A,25 May 2026 05:46:19 GMT,31 May 2026 06:30:00 GMT,Trident Seafoods Corporation,United States of America,"49° 28' 50"" N","124° 8' 14"" W"
Krymskiy,reefer,Khabarovsk,Joint Stock Company Khabarovsk Shipbuilding Yard,241257,Live,Russia,228,-2'dwt,510,Single,UDRA,676,851,54.90,50.04,9.52,9.52,4.34,0.82,SKL Motoren-und Systemtechnik GmbH,Vladivostok,-,TSM Engineering Company Limited,Russian Federation,TSM Engineering Company Limited,Russian Federation,TSM Engineering Company Limited,Russian Federation,-,-,-,-,8423583,273195200,5.16,1985,-,-,-,-,SKL Motoren-und Systemtechnik GmbH,589,800,6NVD48A-2U,-,Russian Register of Ships,-,-,-,-,2015-03-26T00:00:00,-,-,-,Dalnevostochnyy Meridian Company Limited,Russian Federation,Dalnevostochnyy Meridian Company Limited,Russian Federation,-,-,A,25 May 2026 05:02:28 GMT,-,TSM Engineering Company Limited,Russian Federation,"49° 57' 24"" N","141° 5' 36"" E"
Frio Sapfir,reefer,Japan,Kitanihon Shipbuilding Company Limited,241321,Live,Russia,4061,2'-6'dwt,5078,Single,UBFP5,6082,263,126.00,116.00,19.00,19.00,7.93,2.37,Mitsubishi Heavy Industries Limited,Nakhodka,12,Dilmas Company Limited,Russian Federation,Dilmas Company Limited,Russian Federation,Dilmas Company Limited,Russian Federation,-,-,-,-,9014793,273398990,10.30,1992,-,-,-,-,Akasaka Diesels Limited,7060,8640,6UEC45LA,-,Russian Register of Ships,-,-,-,-,2017-08-10T00:00:00,-,-,-,Dilmas Company Limited,Russian Federation,Dilmas Company Limited,Russian Federation,-,-,A,25 May 2026 05:42:26 GMT,-,Dilmas Company Limited,Russian Federation,"35° 3' 9"" N","129° 0' 7"" E"
Hyun Il No.101,reefer,Imabari,Hashihama Shipbuilding Company Limited - SEE NOW AS Tsuneishi Shipbuilding Company Limited,24163,Live,South Korea,-,2'-6'dwt,5020,Single,6LJD,2916,218,97.00,90.00,15.60,15.60,6.50,1.28,Mitsubishi Heavy Industries Limited,-,-,Hyun Il Shipping Company Limited,Republic of Korea,Hyun Il Shipping Company Limited,Republic of Korea,Hyun Il Shipping Company Limited,Republic of Korea,-,-,-,-,6720731,-,7.78,1967,-,-,-,-,Mitsubishi Heavy Industries Limited,2013,2700,MITSUBISHI DIESEL,-,-,-,-,-,-,-,-,-,-,-,-,Hyun Il Shipping Company Limited,Republic of Korea,-,-,-,-,-,Hyun Il Shipping Company Limited,Republic of Korea,-,-
Wellington Star,reefer,Flora,Kleven Vaerft AS,241656,Live,Bahamas,4632,10'+ dwt,11103,Single,C6TJ9,7944,86,140.50,130.00,19.73,19.70,9.62,3.38,MAN Energy Solutions SE,Nassau,204,Siem Industries Incorporated (Siem Industries S.A.),Cayman Islands,Siem Shipping Incorporated,Cayman Islands,Siem Shipping UK Limited,United Kingdom,Star Reefers Pool Incorporated,United Kingdom,-,-,8917584,311668000,13.00,1992,-,-,-,-,MAN Energy Solutions SE,11925,16202,9L58/64,Assuranceforeningen Gard,Bureau Veritas,-,-,2023-01-31T00:00:00,2026-03-24T00:00:00,2023-02-01T00:00:00,2023-01-31T00:00:00,2027-12-31T00:00:00,2027-12-31T00:00:00,Siem Shipping UK Limited,United Kingdom,Siem Shipping UK Limited,United Kingdom,DUTCH HARBOR,-,A,25 May 2026 05:50:46 GMT,24 May 2026 21:00:00 GMT,Siem Shipping Incorporated,Cayman Islands,"53° 54' 38"" N","166° 30' 42"" W"
Italia Stream,reefer,Denmark,Danyard A/S,241671,Live,Bahamas,5353,10'+ dwt,13930,Double Bottom,C6KD5,13049,712,158.13,145.00,24.40,24.40,10.02,5.68,B&W Diesel A/S,Nassau,331,Seatrade Holding B.V.,Netherlands,Seatrade Groningen B.V.,Netherlands,Italia Stream Shipping Company Limited,Marshall Islands,-,-,-,-,9030137,308438000,15.70,1992,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,14960,20326,8S60MC,Assuranceforeningen Skuld,Bureau Veritas,-,-,2021-07-21T00:00:00,2024-09-21T00:00:00,2021-07-01T00:00:00,2021-07-21T00:00:00,2026-06-23T00:00:00,2026-06-23T00:00:00,Seatrade Groningen B.V.,Netherlands,Seatrade Groningen B.V.,Netherlands,NLIJM,-,A,25 May 2026 05:45:30 GMT,22 May 2026 20:00:00 GMT,Seatrade Groningen B.V.,Netherlands,"52° 27' 48"" N","4° 7' 46"" E"
Pionery Astrakhani,reefer,Nizhniy Novgorod,Krasnoye Sormovo Shipbuilding,242174,Live,Ukraine,56,-2'dwt,77,Single,UUBA,187,22,31.00,-,7.10,6.89,2.10,1.10,Russkiy Diesel Firm,Chornomorsk,-,Black Sea Fisheries Corporation Antarktika,Ukraine,Black Sea Fisheries Corporation Antarktika,Ukraine,Black Sea Fisheries Corporation Antarktika,Ukraine,-,-,-,-,8724145,-,3.20,1987,-,-,-,-,Daldizel Factory,224,300,6CHNSP18/22-300,-,Shipping Register of Ukraine (SRU),-,-,-,-,2018-07-30T00:00:00,-,-,-,-,-,Black Sea Fisheries Corporation Antarktika,Ukraine,-,-,-,-,-,Black Sea Fisheries Corporation Antarktika,Ukraine,-,-
Tigr 2,reefer,Shimizu,Kanasashi Shipbuilding Company Limited,242341,Live,Russia,4812,6'-10'dwt,7748,Single,UBFP9,7329,3306,134.02,125.00,20.80,20.80,7.55,2.62,Mitsubishi Heavy Industries Limited,Nakhodka,60,PAO Nakhodka Active Marine Fishery Base (NBAMR PJSC),Russian Federation,PAO Nakhodka Active Marine Fishery Base (NBAMR PJSC),Russian Federation,Yakov Semenov Limited,Russian Federation,-,-,-,-,9061198,273385170,10.17,1993,-,-,-,-,Mitsubishi Heavy Industries Limited,7060,8156,8UEC45LA,-,Russian Register of Ships,-,-,-,-,2018-02-08T00:00:00,-,-,-,PAO Nakhodka Active Marine Fishery Base (NBAMR PJSC),Russian Federation,PAO Nakhodka Active Marine Fishery Base (NBAMR PJSC),Russian Federation,-,-,A,25 May 2026 05:45:59 GMT,-,PAO Nakhodka Active Marine Fishery Base (NBAMR PJSC),Russian Federation,"35° 5' 51"" N","129° 3' 57"" E"
Green Italia,reefer,Temse,Boelwerf Vlaanderen Shipbuilding N.V.,242376,Live,Bahamas,3726,6'-10'dwt,8647,Single,C6WH9,7743,1544,131.25,121.00,19.60,19.60,8.85,4.00,B&W Diesel A/S,Nassau,89,Caiano AS,Norway,Caiano Shipping AS,Norway,Caiano Shipping AS,Norway,GSC-GreenSea Chartering BVBA,Belgium,-,-,9045780,309281000,12.85,1994,-,-,-,-,Mitsui Engineering & Shipbuilding Company Limited,8212,11012,7S50MC,Assuranceforeningen Skuld,DNV,-,-,-,-,2014-02-23T00:00:00,-,-,-,Green Management Sp. z.o.o.,Poland,Green Management Sp. z.o.o.,Poland,PH DVO,-,A,25 May 2026 05:47:39 GMT,19 May 2026 22:00:00 GMT,Caiano Shipping AS,Norway,"7° 10' 2"" N","125° 39' 29"" E"
Green Brazil,reefer,Temse,Boelwerf Vlaanderen Shipbuilding N.V.,242377,Live,Bahamas,4113,6'-10'dwt,7721,Single,C6WH6,7743,1545,131.25,121.00,19.63,19.60,8.85,4.00,B&W Diesel A/S,Nassau,89,Caiano AS,Norway,Caiano Shipping AS,Norway,Caiano Shipping AS,Norway,-,-,-,-,9045792,309681000,12.85,1994,-,-,-,-,Mitsui Engineering & Shipbuilding Company Limited,8212,11012,7S50MC,Assuranceforeningen Skuld,DNV,-,-,-,-,2014-07-15T00:00:00,-,-,-,Green Management Sp. z.o.o.,Poland,Green Management Sp. z.o.o.,Poland,PH DVO,"Davao, Mindanao",A,25 May 2026 05:38:00 GMT,27 May 2026 21:00:00 GMT,Caiano Shipping AS,Norway,"19° 59' 58"" N","131° 26' 1"" E"
Swedish Stream,reefer,Denmark,Danyard A/S,242400,Live,Bahamas,5353,10'+ dwt,13930,Double Bottom,C6KD4,13049,714,158.13,145.00,24.40,24.40,10.02,5.29,B&W Diesel A/S,Nassau,439,Seatrade Holding B.V.,Netherlands,Seatrade Groningen B.V.,Netherlands,Swedish Stream Shipping Company Limited,Marshall Islands,-,-,-,-,9030149,308126000,15.70,1992,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,14960,20326,8S60MC,Assuranceforeningen Skuld,Bureau Veritas,-,-,2021-06-27T00:00:00,2024-08-22T00:00:00,2021-06-01T00:00:00,2021-06-27T00:00:00,2026-06-16T00:00:00,2026-06-16T00:00:00,Seatrade Groningen B.V.,Netherlands,Seatrade Groningen B.V.,Netherlands,DUQM,-,A,25 May 2026 05:43:11 GMT,24 May 2026 18:00:00 GMT,Seatrade Groningen B.V.,Netherlands,"19° 40' 22"" N","57° 43' 30"" E"
Karam,reefer,Takamatsu,Shikoku Dockyard Company Limited,242453,Live,St. Kitts-Nevis,5265,10'+ dwt,10621,Single,V4XX6,10402,865,150.01,142.13,22.50,22.50,1.32,4.17,B&W Diesel A/S,-,162,Unknown Owners,-,Unknown Owners,-,Nestwood Holding Incorporated,Panama,Cool Carriers AB,Sweden,-,-,9038488,341266002,13.20,1992,-,-,-,-,Mitsui Engineering & Shipbuilding Company Limited,10268,13769,6S60MC,-,-,-,-,-,-,2015-08-20T00:00:00,-,-,-,OWH Shipmanagement GmbH,Germany,OWH Shipmanagement GmbH,Germany,-,-,A,02 Nov 2025 11:06:24 GMT,-,Unknown Owners,-,"59° 12' 8"" N","21° 44' 7"" E"
Frio Sevastopolis,reefer,Nikolayev,61 Kommunar Shipbuilding Yard,242473,Live,Russia,3121,6'-10'dwt,7911,Single,UBWI5,6971,1135,133.95,119.90,18.00,18.00,7.89,2.81,B&W Diesel A/S,Kholmsk,-,OOO Lodia (LLC),Russian Federation,OOO Lodia (LLC),Russian Federation,Smart Reefer Limited Liability Company,Russian Federation,-,-,-,-,8860432,273357670,10.70,1992,-,-,-,-,Bryansk Engineering Work,4790,5914,6DKRN42/136,-,RS (provisional), (provisional), (provisional),-,-,2017-07-15T00:00:00,-,-,-,OOO Lodia (LLC),Russian Federation,OOO Lodia (LLC),Russian Federation,BME RU,-,A,25 May 2026 04:50:22 GMT,24 May 2026 12:00:00 GMT,OOO Lodia (LLC),Russian Federation,"62° 19' 14"" N","177° 15' 12"" E"
Yin Feng,reefer,Travemunde,Neue Schlichting-Werft GmbH,24305,Live,Panama,889,-2'dwt,1962,Single,3FPI3,1680,1349,88.00,80.02,12.43,12.43,5.23,0.95,Mak Motoren GmbH & Company KG,Panama,-,Zheng Yi Enterprise Development Group S.A.,People's Republic of China,Zheng Yi Enterprise Development Group S.A.,People's Republic of China,Zheng Yi Enterprise Development Group S.A.,People's Republic of China,-,-,-,-,6701589,-,6.18,1967,-,-,-,-,Atlas-Mak Maschinenbau GmbH,2051,2750,8MU551AK,-,-,-,-,-,-,1995-01-01T00:00:00,-,-,-,-,-,Zheng Yi Enterprise Development Group S.A.,People's Republic of China,-,-,-,-,-,Zheng Yi Enterprise Development Group S.A.,People's Republic of China,-,-
Senite,reefer,Khabarovsk,Joint Stock Company Khabarovsk Shipbuilding Yard,243601,Live,Russia,233,-2'dwt,529,Double Bottom,UETR,683,876,54.99,50.04,9.49,9.49,4.34,0.82,SKL Motoren-und Systemtechnik GmbH,Nevelsk,-,Dalkrevetka Company Limited,Russian Federation,Dalkrevetka Company Limited,Russian Federation,Dalkrevetka Company Limited,Russian Federation,-,-,-,-,8829177,273851400,5.16,1990,-,-,-,-,SKL Motoren-und Systemtechnik GmbH,589,800,6NVD48A-2U,MS Amlin,Russian Register of Ships,-,-,-,-,2012-05-25T00:00:00,-,-,-,Binom Company Limited,Russian Federation,Dalkrevetka Company Limited,Russian Federation,NEVELSK,-,A,25 May 2026 05:46:11 GMT,29 May 2026 08:00:00 GMT,Dalkrevetka Company Limited,Russian Federation,"35° 3' 1"" N","129° 0' 5"" E"
Zhong Xie 8,reefer,Japan,Iwagi Shipbuilding Company Limited,245113,Live,Panama,3538,10'+ dwt,10457,Single,3E2696,9829,148,141.80,133.00,22.80,22.80,8.81,4.21,B&W Diesel A/S,Panama,80,Hong Kong Hoi Shun Import & Export Trading Limited,"Hong Kong, S.A.R., China",Hong Kong Hoi Shun Import & Export Trading Limited,"Hong Kong, S.A.R., China",Hong Kong Hoi Shun Import & Export Trading Limited,"Hong Kong, S.A.R., China",-,-,-,-,9045950,352001673,13.00,1993,-,-,-,-,Hitachi Zosen Corporation,8359,11209,7S50MC,-,Panama Maritime Documentation Services,Overseas Marine Certification Services,-,-,-,2017-12-01T00:00:00,-,-,-,Heng Yuan Marine Company Limited,People's Republic of China,Heng Yuan Marine Company Limited,People's Republic of China,-,-,A,25 May 2026 05:45:07 GMT,-,Hong Kong Hoi Shun Import & Export Trading Limited,"Hong Kong, S.A.R., China","11° 29' 38"" S","89° 53' 24"" W"
Sein Sapphire,reefer,Kochi(JPN),Shin Kochi Heavy Industries Shipbuilding,245125,Live,South Korea,4812,6'-10'dwt,7947,Single,-,7303,7026,134.02,125.01,21.00,20.80,7.57,2.60,Mitsubishi Heavy Industries Limited,Jeju,12,Sein Shipping Company Limited,Republic of Korea,Sein Shipping Company Limited,Republic of Korea,Sein Shipping Company Limited,Republic of Korea,-,-,-,-,9045168,440630000,10.17,1992,-,-,-,-,Kobe Diesel Company Limited,7060,9592,8UEC45LA,London Steamship Owners Mutual Insurance Association Ltd,Bureau Veritas,-,-,2025-09-14T00:00:00,2025-09-14T00:00:00,2025-09-01T00:00:00,2018-02-05T00:00:00,2027-10-15T00:00:00,2027-10-15T00:00:00,Arkor Marine Company Limited,Republic of Korea,Arkor Marine Company Limited,Republic of Korea,CXI KI,-,A,25 May 2026 04:55:39 GMT,25 Dec 2026 22:00:00 GMT,Sein Shipping Company Limited,Republic of Korea,"1° 59' 4"" N","157° 29' 4"" W"
Peruvian Reefer,reefer,Kragero,Tangen Verft AS,245405,Live,Bahamas,4632,10'+ dwt,11095,Single,C6UM3,7944,247154,140.50,130.00,19.70,19.70,9.70,3.30,MAN Energy Solutions SE,Nassau,-,Kollakis Group,Greece,Chartworld Shipping Corporation,Greece,Bold Marine Limited,Marshall Islands,Chiquita Brands International Incorporated,United States of America,-,-,8917572,311957000,13.00,1992,-,-,-,-,MAN Energy Solutions SE,11925,16202,9L58/64,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Bureau Veritas,-,-,2023-01-17T00:00:00,2025-12-13T00:00:00,2024-10-01T00:00:00,2025-06-29T00:00:00,2027-12-23T00:00:00,2027-12-23T00:00:00,Chartworld Shipping Corporation,Greece,Chartworld Shipping Corporation,Greece,"FUZHOU,CHINA",Fuzhou,A,25 May 2026 05:51:03 GMT,25 May 2026 09:00:00 GMT,Chartworld Shipping Corporation,Greece,"25° 17' 18"" N","120° 4' 34"" E"
Hatsukari,reefer,Japan,Sanyo Shipbuilding,245421,Live,Russia,1122,2'-6'dwt,3953,Single,UBOI9,2712,1037,94.00,85.92,14.60,14.60,6.14,2.06,Akasaka Diesels Limited,Korsakov,-,Rosfishflot Company Limited,Russian Federation,Rosfishflot Company Limited,Russian Federation,Rosfishflot Company Limited,Russian Federation,-,-,-,-,9054858,273356760,8.20,1992,-,-,-,-,Akasaka Diesels Limited,2059,2800,A38,-,Russian Register of Ships,-,-,-,-,2017-02-13T00:00:00,-,-,-,Rosfishflot Company Limited,Russian Federation,Rosfishflot Company Limited,Russian Federation,RU PKC,Petropavlovsk-Kamchatskiy,A,25 May 2026 04:59:13 GMT,22 May 2026 02:00:00 GMT,Rosfishflot Company Limited,Russian Federation,"48° 47' 49"" N","154° 2' 54"" E"
Hua Yang,reefer,Bremerhaven,SSW Fahr und Spezialschiffbau GmbH,245652,Live,Vanuatu,6381,10'+ dwt,12891,Double Bottom,YJQE4,10842,1119,149.76,149.76,23.00,23.00,9.53,3.70,B&W Diesel A/S,Port Vila,-,Unknown Owners,-,Unknown Owners,-,Zhengxin Shipping International Company Limited,"Hong Kong, S.A.R., China",-,-,-,-,9014767,577144000,13.20,1993,-,-,-,-,Bremer Vulkan Verbund Ag,12174,14075,7L60MC,-,-,Overseas Marine Certification Services,-,-,-,2020-09-21T00:00:00,-,-,-,Deyuan Shipping & Trading Company Limited,"Hong Kong, S.A.R., China",Deyuan Shipping & Trading Company Limited,"Hong Kong, S.A.R., China",-,-,Both,25 May 2026 05:47:54 GMT,-,Unknown Owners,-,"30° 7' 5"" N","122° 8' 36"" E"
Hai Feng 728,reefer,Gdansk,Stocznia Gdansk Shipbuilding,245723,Live,Vanuatu,5017,10'+ dwt,10629,Single,YJXR2,10614,B369/102,150.35,138.50,22.64,22.60,9.10,4.15,Sulzer Turbomachinery Services,Port Vila,178,China National Agricultural Development Group Company Limited,People's Republic of China,China National Fisheries Corporation,People's Republic of China,Mexon Shipping Limited,"Hong Kong, S.A.R., China",Zhongyu Global Seafood Corporation,People's Republic of China,-,-,9019121,577622000,13.25,1993,-,-,-,-,Dieselmotorenwerk Rostock GMBH,11400,15498,6RTA62,-,-,-,-,-,-,2018-02-07T00:00:00,-,-,-,Zhongyu Global Seafood Corporation,People's Republic of China,Zhongyu Global Seafood Corporation,People's Republic of China,-,-,A,20 May 2025 00:34:11 GMT,-,China National Fisheries Corporation,People's Republic of China,"36° 50' 28"" N","122° 15' 54"" E"
